file_name,height,width,date_time,frame,drone,folder_name,video,frame_no,image_name,image_name,datetime(utc),latitude,longitude,height_above_takeoff(meter),speed(m/s),xspeed(m/s),yspeed(m/s),zspeed(m/s),compass_heading(degrees),gimbal_heading(degrees),gimbal_pitch(degrees),date_time,gps_latitude_ref,gps_longitude_ref,altitude,gimbal_pitch,speed,xspeed,yspeed,zspeed,gps_latitude,gps_longitude
3398.jpg,2160,3840,2020-08-25T14:16:25.971633,,mavic,DJI_0032,DJI_0032.MP4,150.0,,DJI_0032_merged.MP4_image108.png,2020-08-25 12:16:26,47.67353,9.270256,9.799522096921669,2.8069247116674116,-2.699927581582476,0.19999463567277603,0.0,200.2,178.2,12.7,,,,,,,,,,,
3399.jpg,2160,3840,2020-08-25T14:16:26.472133,,mavic,DJI_0032,DJI_0032.MP4,165.0,,DJI_0032_merged.MP4_image108.png,2020-08-25 12:16:26,47.67353,9.270256,9.799522096921669,2.8069247116674116,-2.699927581582476,0.19999463567277603,0.0,200.2,178.2,12.7,,,,,,,,,,,
3400.jpg,2160,3840,2020-08-25T14:16:26.972633,,mavic,DJI_0032,DJI_0032.MP4,180.0,,DJI_0032_merged.MP4_image139.png,2020-08-25 12:16:27,47.673505,9.270261,9.799522096921669,2.701927527939204,-2.699927581582476,0.09999731783638802,0.0,209.1,187.3,13.7,,,,,,,,,,,
3401.jpg,2160,3840,2020-08-25T14:16:27.473133,,mavic,DJI_0032,DJI_0032.MP4,195.0,,DJI_0032_merged.MP4_image139.png,2020-08-25 12:16:27,47.673505,9.270261,9.799522096921669,2.701927527939204,-2.699927581582476,0.09999731783638802,0.0,209.1,187.3,13.7,,,,,,,,,,,
3402.jpg,2160,3840,2020-08-25T14:16:27.973633,,mavic,DJI_0032,DJI_0032.MP4,210.0,,DJI_0032_merged.MP4_image167.png,2020-08-25 12:16:28,47.673481,9.270263,9.799522096921669,2.699927581582476,-2.699927581582476,0.0,0.0,218.3,196.3,14.6,,,,,,,,,,,
3403.jpg,2160,3840,2020-08-25T14:16:28.474133,,mavic,DJI_0032,DJI_0032.MP4,225.0,,DJI_0032_merged.MP4_image167.png,2020-08-25 12:16:28,47.673481,9.270263,9.799522096921669,2.699927581582476,-2.699927581582476,0.0,0.0,218.3,196.3,14.6,,,,,,,,,,,
3404.jpg,2160,3840,2020-08-25T14:16:28.974633,,mavic,DJI_0032,DJI_0032.MP4,240.0,,DJI_0032_merged.MP4_image199.png,2020-08-25 12:16:29,47.673456,9.270265,9.899517220359646,2.7999248994188646,-2.7999248994188646,0.0,0.0,227.2,205.3,16.0,,,,,,,,,,,
3405.jpg,2160,3840,2020-08-25T14:16:29.475133,,mavic,DJI_0032,DJI_0032.MP4,255.0,,DJI_0032_merged.MP4_image199.png,2020-08-25 12:16:29,47.673456,9.270265,9.899517220359646,2.7999248994188646,-2.7999248994188646,0.0,0.0,227.2,205.3,16.0,,,,,,,,,,,
3406.jpg,2160,3840,2020-08-25T14:16:29.975633,,mavic,DJI_0032,DJI_0032.MP4,270.0,,DJI_0032_merged.MP4_image231.png,2020-08-25 12:16:30,47.673431,9.270266,9.799522096921669,2.7999248994188646,-2.7999248994188646,0.0,0.0,236.2,214.3,17.7,,,,,,,,,,,
3407.jpg,2160,3840,2020-08-25T14:16:30.476133,,mavic,DJI_0032,DJI_0032.MP4,285.0,,DJI_0032_merged.MP4_image231.png,2020-08-25 12:16:30,47.673431,9.270266,9.799522096921669,2.7999248994188646,-2.7999248994188646,0.0,0.0,236.2,214.3,17.7,,,,,,,,,,,
3408.jpg,2160,3840,2020-08-25T14:16:30.976633,,mavic,DJI_0032,DJI_0032.MP4,300.0,,DJI_0032_merged.MP4_image266.png,2020-08-25 12:16:31,47.673405,9.270266,9.799522096921669,2.7999248994188646,-2.7999248994188646,0.0,0.0,245.1,223.3,19.4,,,,,,,,,,,
3409.jpg,2160,3840,2020-08-25T14:16:31.477133,,mavic,DJI_0032,DJI_0032.MP4,315.0,,DJI_0032_merged.MP4_image266.png,2020-08-25 12:16:31,47.673405,9.270266,9.799522096921669,2.7999248994188646,-2.7999248994188646,0.0,0.0,245.1,223.3,19.4,,,,,,,,,,,
3410.jpg,2160,3840,2020-08-25T14:16:31.977633,,mavic,DJI_0032,DJI_0032.MP4,330.0,,DJI_0032_merged.MP4_image290.png,2020-08-25 12:16:32,47.67338,9.270267,9.899517220359646,2.699927581582476,-2.699927581582476,0.0,0.0,254.1,232.3,21.8,,,,,,,,,,,
3411.jpg,2160,3840,2020-08-25T14:16:32.478133,,mavic,DJI_0032,DJI_0032.MP4,345.0,,DJI_0032_merged.MP4_image290.png,2020-08-25 12:16:32,47.67338,9.270267,9.899517220359646,2.699927581582476,-2.699927581582476,0.0,0.0,254.1,232.3,21.8,,,,,,,,,,,
3412.jpg,2160,3840,2020-08-25T14:17:07.012633,,mavic,DJI_0032,DJI_0032.MP4,1380.0,,DJI_0032_merged.MP4_image1326.png,2020-08-25 12:17:07,47.672557,9.270354,9.999512343797623,2.6079300491729995,-2.599930263746088,0.19999463567277603,0.0,359.7,342.8,19.7,,,,,,,,,,,
3413.jpg,2160,3840,2020-08-25T14:17:07.513133,,mavic,DJI_0032,DJI_0032.MP4,1395.0,,DJI_0032_merged.MP4_image1358.png,2020-08-25 12:17:08,47.672548,9.270356,9.999512343797623,0.19999463567277603,0.19999463567277603,0.0,0.0,355.9,338.0,18.4,,,,,,,,,,,
3414.jpg,2160,3840,2020-08-25T14:17:08.013633,,mavic,DJI_0032,DJI_0032.MP4,1410.0,,DJI_0032_merged.MP4_image1358.png,2020-08-25 12:17:08,47.672548,9.270356,9.999512343797623,0.19999463567277603,0.19999463567277603,0.0,0.0,355.9,338.0,18.4,,,,,,,,,,,
3415.jpg,2160,3840,2020-08-25T14:17:08.514133,,mavic,DJI_0032,DJI_0032.MP4,1425.0,,DJI_0032_merged.MP4_image1386.png,2020-08-25 12:17:09,47.672535,9.27036,9.999512343797623,3.0069193473401876,-2.9999195350916406,0.19999463567277603,0.0,326.1,307.2,17.6,,,,,,,,,,,
3416.jpg,2160,3840,2020-08-25T14:17:09.014633,,mavic,DJI_0032,DJI_0032.MP4,1440.0,,DJI_0032_merged.MP4_image1386.png,2020-08-25 12:17:09,47.672535,9.27036,9.999512343797623,3.0069193473401876,-2.9999195350916406,0.19999463567277603,0.0,326.1,307.2,17.6,,,,,,,,,,,
3417.jpg,2160,3840,2020-08-25T14:17:09.515133,,mavic,DJI_0032,DJI_0032.MP4,1455.0,,DJI_0032_merged.MP4_image1414.png,2020-08-25 12:17:10,47.672508,9.27036,9.999512343797623,3.0069193473401876,-2.9999195350916406,0.19999463567277603,0.0,280.4,260.5,15.3,,,,,,,,,,,
3418.jpg,2160,3840,2020-08-25T14:17:40.045633,,mavic,DJI_0032,DJI_0032.MP4,2370.0,,DJI_0032_merged.MP4_image2320.png,2020-08-25 12:17:40,47.671788,9.270314,9.999512343797623,2.701927527939204,-2.699927581582476,-0.09999731783638802,0.0,13.5,356.3,19.9,,,,,,,,,,,
3419.jpg,2160,3840,2020-08-25T14:17:40.546133,,mavic,DJI_0032,DJI_0032.MP4,2385.0,,DJI_0032_merged.MP4_image2345.png,2020-08-25 12:17:41,47.671764,9.270311,9.999512343797623,1.8999490388913725,-1.8999490388913725,0.0,0.0,7.1,350.2,18.2,,,,,,,,,,,
3420.jpg,2160,3840,2020-08-25T14:17:41.046633,,mavic,DJI_0032,DJI_0032.MP4,2400.0,,DJI_0032_merged.MP4_image2345.png,2020-08-25 12:17:41,47.671764,9.270311,9.999512343797623,1.8999490388913725,-1.8999490388913725,0.0,0.0,7.1,350.2,18.2,,,,,,,,,,,
3421.jpg,2160,3840,2020-08-25T14:17:41.547133,,mavic,DJI_0032,DJI_0032.MP4,2415.0,,DJI_0032_merged.MP4_image2373.png,2020-08-25 12:17:42,47.671762,9.270315,9.999512343797623,1.359963522574877,1.0999704962002683,0.7999785426911041,0.0,3.5,347.6,17.0,,,,,,,,,,,
3422.jpg,2160,3840,2020-08-25T14:17:42.047633,,mavic,DJI_0032,DJI_0032.MP4,2430.0,,DJI_0032_merged.MP4_image2373.png,2020-08-25 12:17:42,47.671762,9.270315,9.999512343797623,1.359963522574877,1.0999704962002683,0.7999785426911041,0.0,3.5,347.6,17.0,,,,,,,,,,,
3423.jpg,2160,3840,2020-08-25T14:17:42.548133,,mavic,DJI_0032,DJI_0032.MP4,2445.0,,DJI_0032_merged.MP4_image2401.png,2020-08-25 12:17:43,47.671781,9.270342,10.099507467235599,3.255912668752794,2.399935628073312,2.1999409924005366,0.0,0.4,343.4,17.5,,,,,,,,,,,
3424.jpg,2160,3840,2020-08-25T14:17:43.048633,,mavic,DJI_0032,DJI_0032.MP4,2460.0,,DJI_0032_merged.MP4_image2401.png,2020-08-25 12:17:43,47.671781,9.270342,10.099507467235599,3.255912668752794,2.399935628073312,2.1999409924005366,0.0,0.4,343.4,17.5,,,,,,,,,,,
3425.jpg,2160,3840,2020-08-25T14:17:43.549133,,mavic,DJI_0032,DJI_0032.MP4,2475.0,,DJI_0032_merged.MP4_image2426.png,2020-08-25 12:17:44,47.671801,9.270369,10.099507467235599,2.701927527939204,2.0999436745641487,1.6999544032185963,0.0,354.5,337.3,19.1,,,,,,,,,,,
3426.jpg,2160,3840,2020-08-25T14:17:54.059633,,mavic,DJI_0032,DJI_0032.MP4,2790.0,,DJI_0032_merged.MP4_image2721.png,2020-08-25 12:17:54,47.671984,9.270618,9.899517220359646,2.686927930263746,1.8999490388913725,1.8999490388913725,0.0,293.1,275.8,24.3,,,,,,,,,,,
3427.jpg,2160,3840,2020-08-25T14:17:54.560133,,mavic,DJI_0032,DJI_0032.MP4,2805.0,,DJI_0032_merged.MP4_image2749.png,2020-08-25 12:17:55,47.672002,9.270643,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,287.0,269.6,22.8,,,,,,,,,,,
3428.jpg,2160,3840,2020-08-25T14:17:55.060633,,mavic,DJI_0032,DJI_0032.MP4,2820.0,,DJI_0032_merged.MP4_image2749.png,2020-08-25 12:17:55,47.672002,9.270643,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,287.0,269.6,22.8,,,,,,,,,,,
3429.jpg,2160,3840,2020-08-25T14:17:55.561133,,mavic,DJI_0032,DJI_0032.MP4,2835.0,,DJI_0032_merged.MP4_image2773.png,2020-08-25 12:17:56,47.67202,9.270669,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,280.7,263.5,21.5,,,,,,,,,,,
3430.jpg,2160,3840,2020-08-25T14:17:56.061633,,mavic,DJI_0032,DJI_0032.MP4,2850.0,,DJI_0032_merged.MP4_image2773.png,2020-08-25 12:17:56,47.67202,9.270669,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,280.7,263.5,21.5,,,,,,,,,,,
3431.jpg,2160,3840,2020-08-25T14:17:56.562133,,mavic,DJI_0032,DJI_0032.MP4,2865.0,,DJI_0032_merged.MP4_image2805.png,2020-08-25 12:17:57,47.672038,9.270694,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,274.5,257.3,20.1,,,,,,,,,,,
3432.jpg,2160,3840,2020-08-25T14:17:57.062633,,mavic,DJI_0032,DJI_0032.MP4,2880.0,,DJI_0032_merged.MP4_image2805.png,2020-08-25 12:17:57,47.672038,9.270694,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,274.5,257.3,20.1,,,,,,,,,,,
3433.jpg,2160,3840,2020-08-25T14:17:57.563133,,mavic,DJI_0032,DJI_0032.MP4,2895.0,,DJI_0032_merged.MP4_image2830.png,2020-08-25 12:17:58,47.672056,9.270719,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,268.4,251.1,18.6,,,,,,,,,,,
3434.jpg,2160,3840,2020-08-25T14:17:58.063633,,mavic,DJI_0032,DJI_0032.MP4,2910.0,,DJI_0032_merged.MP4_image2830.png,2020-08-25 12:17:58,47.672056,9.270719,9.999512343797623,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,268.4,251.1,18.6,,,,,,,,,,,
3435.jpg,2160,3840,2020-08-25T14:17:58.564133,,mavic,DJI_0032,DJI_0032.MP4,2925.0,,DJI_0032_merged.MP4_image2851.png,2020-08-25 12:17:59,47.672074,9.270745,10.099507467235599,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,262.2,245.0,17.3,,,,,,,,,,,
3436.jpg,2160,3840,2020-08-25T14:17:59.064633,,mavic,DJI_0032,DJI_0032.MP4,2940.0,,DJI_0032_merged.MP4_image2851.png,2020-08-25 12:17:59,47.672074,9.270745,10.099507467235599,2.758925999105945,1.9999463567277604,1.8999490388913725,0.0,262.2,245.0,17.3,,,,,,,,,,,
3437.jpg,2160,3840,2020-08-25T14:17:59.565133,,mavic,DJI_0032,DJI_0032.MP4,2955.0,,DJI_0032_merged.MP4_image2879.png,2020-08-25 12:18:00,47.67209,9.270768,9.999512343797623,1.2729658560572195,0.8999758605274922,0.8999758605274922,0.0,258.5,239.4,16.2,,,,,,,,,,,
3438.jpg,2160,3840,2020-08-25T14:18:00.065633,,mavic,DJI_0032,DJI_0032.MP4,2970.0,,DJI_0032_merged.MP4_image2879.png,2020-08-25 12:18:00,47.67209,9.270768,9.999512343797623,1.2729658560572195,0.8999758605274922,0.8999758605274922,0.0,258.5,239.4,16.2,,,,,,,,,,,
3439.jpg,2160,3840,2020-08-25T14:18:00.566133,,mavic,DJI_0032,DJI_0032.MP4,2985.0,,DJI_0032_merged.MP4_image2910.png,2020-08-25 12:18:01,47.672092,9.270761,10.099507467235599,1.9029489584264638,-0.09999731783638802,-1.8999490388913725,0.0,254.3,237.1,15.6,,,,,,,,,,,
3440.jpg,2160,3840,2020-08-25T14:18:01.066633,,mavic,DJI_0032,DJI_0032.MP4,3000.0,,DJI_0032_merged.MP4_image2910.png,2020-08-25 12:18:01,47.672092,9.270761,10.099507467235599,1.9029489584264638,-0.09999731783638802,-1.8999490388913725,0.0,254.3,237.1,15.6,,,,,,,,,,,
3441.jpg,2160,3840,2020-08-25T14:18:01.567133,,mavic,DJI_0032,DJI_0032.MP4,3015.0,,DJI_0032_merged.MP4_image2935.png,2020-08-25 12:18:02,47.672093,9.27072,10.099507467235599,3.0999168529280285,0.0,-3.0999168529280285,0.0,247.6,230.5,16.4,,,,,,,,,,,
3442.jpg,2160,3840,2020-08-25T14:18:02.067633,,mavic,DJI_0032,DJI_0032.MP4,3030.0,,DJI_0032_merged.MP4_image2935.png,2020-08-25 12:18:02,47.672093,9.27072,10.099507467235599,3.0999168529280285,0.0,-3.0999168529280285,0.0,247.6,230.5,16.4,,,,,,,,,,,
3443.jpg,2160,3840,2020-08-25T14:18:02.568133,,mavic,DJI_0032,DJI_0032.MP4,3045.0,,DJI_0032_merged.MP4_image2959.png,2020-08-25 12:18:03,47.672091,9.270679,9.999512343797623,2.699927581582476,0.0,-2.699927581582476,0.0,239.8,222.6,17.9,,,,,,,,,,,
3444.jpg,2160,3840,2020-08-25T14:18:51.617133,,mavic,DJI_0032,DJI_0032.MP4,4515.0,,DJI_0032_merged.MP4_image4438.png,2020-08-25 12:18:52,47.672099,9.268975,9.899517220359646,2.7999248994188646,0.0,-2.7999248994188646,0.0,218.6,197.4,12.6,,,,,,,,,,,
3445.jpg,2160,3840,2020-08-25T14:18:52.117633,,mavic,DJI_0032,DJI_0032.MP4,4530.0,,DJI_0032_merged.MP4_image4438.png,2020-08-25 12:18:52,47.672099,9.268975,9.899517220359646,2.7999248994188646,0.0,-2.7999248994188646,0.0,218.6,197.4,12.6,,,,,,,,,,,
3446.jpg,2160,3840,2020-08-25T14:18:52.618133,,mavic,DJI_0032,DJI_0032.MP4,4545.0,,DJI_0032_merged.MP4_image4470.png,2020-08-25 12:18:53,47.672098,9.268938,9.899517220359646,2.7999248994188646,0.0,-2.7999248994188646,0.0,241.1,219.9,12.8,,,,,,,,,,,
3447.jpg,2160,3840,2020-08-25T14:18:53.118633,,mavic,DJI_0032,DJI_0032.MP4,4560.0,,DJI_0032_merged.MP4_image4470.png,2020-08-25 12:18:53,47.672098,9.268938,9.899517220359646,2.7999248994188646,0.0,-2.7999248994188646,0.0,241.1,219.9,12.8,,,,,,,,,,,
3448.jpg,2160,3840,2020-08-25T14:18:53.619133,,mavic,DJI_0032,DJI_0032.MP4,4575.0,,DJI_0032_merged.MP4_image4505.png,2020-08-25 12:18:54,47.672098,9.268906,9.899517220359646,1.0999704962002683,0.0,-1.0999704962002683,0.0,259.0,238.6,13.0,,,,,,,,,,,
3449.jpg,2160,3840,2020-08-25T14:18:54.119633,,mavic,DJI_0032,DJI_0032.MP4,4590.0,,DJI_0032_merged.MP4_image4505.png,2020-08-25 12:18:54,47.672098,9.268906,9.899517220359646,1.0999704962002683,0.0,-1.0999704962002683,0.0,259.0,238.6,13.0,,,,,,,,,,,
3450.jpg,2160,3840,2020-08-25T14:18:54.620133,,mavic,DJI_0032,DJI_0032.MP4,4605.0,,DJI_0032_merged.MP4_image4533.png,2020-08-25 12:18:55,47.672097,9.268901,9.999512343797623,1.4999597675458203,0.0,-1.4999597675458203,0.0,260.4,241.3,12.9,,,,,,,,,,,
3451.jpg,2160,3840,2020-08-25T14:18:55.120633,,mavic,DJI_0032,DJI_0032.MP4,4620.0,,DJI_0032_merged.MP4_image4533.png,2020-08-25 12:18:55,47.672097,9.268901,9.999512343797623,1.4999597675458203,0.0,-1.4999597675458203,0.0,260.4,241.3,12.9,,,,,,,,,,,
3452.jpg,2160,3840,2020-08-25T14:18:55.621133,,mavic,DJI_0032,DJI_0032.MP4,4635.0,,DJI_0032_merged.MP4_image4568.png,2020-08-25 12:18:56,47.672097,9.268869,9.999512343797623,3.0999168529280285,0.0,-3.0999168529280285,0.0,256.7,238.8,13.5,,,,,,,,,,,
3453.jpg,2160,3840,2020-08-25T14:18:56.121633,,mavic,DJI_0032,DJI_0032.MP4,4650.0,,DJI_0032_merged.MP4_image4568.png,2020-08-25 12:18:56,47.672097,9.268869,9.999512343797623,3.0999168529280285,0.0,-3.0999168529280285,0.0,256.7,238.8,13.5,,,,,,,,,,,
3454.jpg,2160,3840,2020-08-25T14:18:56.622133,,mavic,DJI_0032,DJI_0032.MP4,4665.0,,DJI_0032_merged.MP4_image4596.png,2020-08-25 12:18:57,47.672097,9.268824,9.999512343797623,2.8999222172552526,0.0,-2.8999222172552526,0.0,251.3,233.5,14.5,,,,,,,,,,,
3455.jpg,2160,3840,2020-08-25T14:18:57.122633,,mavic,DJI_0032,DJI_0032.MP4,4680.0,,DJI_0032_merged.MP4_image4596.png,2020-08-25 12:18:57,47.672097,9.268824,9.999512343797623,2.8999222172552526,0.0,-2.8999222172552526,0.0,251.3,233.5,14.5,,,,,,,,,,,
3456.jpg,2160,3840,2020-08-25T14:18:57.623133,,mavic,DJI_0032,DJI_0032.MP4,4695.0,,DJI_0032_merged.MP4_image4624.png,2020-08-25 12:18:58,47.672097,9.268783,9.899517220359646,2.699927581582476,0.0,-2.699927581582476,0.0,244.9,227.6,16.0,,,,,,,,,,,
3457.jpg,2160,3840,2020-08-25T14:18:58.123633,,mavic,DJI_0032,DJI_0032.MP4,4710.0,,DJI_0032_merged.MP4_image4624.png,2020-08-25 12:18:58,47.672097,9.268783,9.899517220359646,2.699927581582476,0.0,-2.699927581582476,0.0,244.9,227.6,16.0,,,,,,,,,,,
3458.jpg,2160,3840,2020-08-25T14:18:58.624133,,mavic,DJI_0032,DJI_0032.MP4,4725.0,,DJI_0032_merged.MP4_image4659.png,2020-08-25 12:18:59,47.672096,9.268742,9.899517220359646,2.699927581582476,0.0,-2.699927581582476,0.0,239.0,221.7,17.5,,,,,,,,,,,
3459.jpg,2160,3840,2020-08-25T14:18:59.124633,,mavic,DJI_0032,DJI_0032.MP4,4740.0,,DJI_0032_merged.MP4_image4659.png,2020-08-25 12:18:59,47.672096,9.268742,9.899517220359646,2.699927581582476,0.0,-2.699927581582476,0.0,239.0,221.7,17.5,,,,,,,,,,,
3460.jpg,2160,3840,2020-08-25T14:18:59.625133,,mavic,DJI_0032,DJI_0032.MP4,4755.0,,DJI_0032_merged.MP4_image4687.png,2020-08-25 12:19:00,47.672096,9.268712,9.899517220359646,2.7999248994188646,0.0,-2.7999248994188646,0.0,234.7,217.4,18.8,,,,,,,,,,,
3461.jpg,2160,3840,2020-08-25T14:19:20.145633,,mavic,DJI_0032,DJI_0032.MP4,5370.0,,DJI_0032_merged.MP4_image5267.png,2020-08-25 12:19:20,47.67209,9.267964,9.999512343797623,2.7999248994188646,0.0,-2.7999248994188646,0.0,127.3,110.0,16.0,,,,,,,,,,,
3462.jpg,2160,3840,2020-08-25T14:19:20.646133,,mavic,DJI_0032,DJI_0032.MP4,5385.0,,DJI_0032_merged.MP4_image5288.png,2020-08-25 12:19:21,47.67209,9.267926,9.999512343797623,2.7999248994188646,0.0,-2.7999248994188646,0.0,121.9,104.6,14.8,,,,,,,,,,,
3463.jpg,2160,3840,2020-08-25T14:19:21.146633,,mavic,DJI_0032,DJI_0032.MP4,5400.0,,DJI_0032_merged.MP4_image5288.png,2020-08-25 12:19:21,47.67209,9.267926,9.999512343797623,2.7999248994188646,0.0,-2.7999248994188646,0.0,121.9,104.6,14.8,,,,,,,,,,,
3619.jpg,2160,3840,2020-08-25T14:44:55.066633,,mavic,DJI_0038,DJI_0038.MP4,3000.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11901.png,2020-08-25 12:44:55,47.672609,9.269351,39.89805425175251,0.8599769333929369,0.4999865891819401,-0.6999812248547161,0.0,168.4,160.6,28.0,,,,,,,,,,,
3620.jpg,2160,3840,2020-08-25T14:44:55.567133,,mavic,DJI_0038,DJI_0038.MP4,3015.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11931.png,2020-08-25 12:44:56,47.672621,9.269323,39.99804937519049,3.224913500223513,1.5999570853822083,-2.7999248994188646,0.0,175.6,167.3,28.3,,,,,,,,,,,
3621.jpg,2160,3840,2020-08-25T14:44:56.067633,,mavic,DJI_0038,DJI_0038.MP4,3030.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11931.png,2020-08-25 12:44:56,47.672621,9.269323,39.99804937519049,3.224913500223513,1.5999570853822083,-2.7999248994188646,0.0,175.6,167.3,28.3,,,,,,,,,,,
3622.jpg,2160,3840,2020-08-25T14:44:56.568133,,mavic,DJI_0038,DJI_0038.MP4,3045.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11960.png,2020-08-25 12:44:57,47.672635,9.269287,40.09804449862847,2.817924416629414,1.299965131873044,-2.4999329459097,0.0,188.0,179.5,28.9,,,,,,,,,,,
3623.jpg,2160,3840,2020-08-25T14:44:57.068633,,mavic,DJI_0038,DJI_0038.MP4,3060.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11960.png,2020-08-25 12:44:57,47.672635,9.269287,40.09804449862847,2.817924416629414,1.299965131873044,-2.4999329459097,0.0,188.0,179.5,28.9,,,,,,,,,,,
3624.jpg,2160,3840,2020-08-25T14:44:57.569133,,mavic,DJI_0038,DJI_0038.MP4,3075.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11990.png,2020-08-25 12:44:58,47.672647,9.269254,39.99804937519049,2.6829280375502904,1.199967814036656,-2.399935628073312,0.0,200.2,191.7,29.5,,,,,,,,,,,
3625.jpg,2160,3840,2020-08-25T14:44:58.069633,,mavic,DJI_0038,DJI_0038.MP4,3090.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image11990.png,2020-08-25 12:44:58,47.672647,9.269254,39.99804937519049,2.6829280375502904,1.199967814036656,-2.399935628073312,0.0,200.2,191.7,29.5,,,,,,,,,,,
3626.jpg,2160,3840,2020-08-25T14:44:58.570133,,mavic,DJI_0038,DJI_0038.MP4,3105.0,,DJI_0037_AND_0038_AND_0039_AND_0040.MP4_image12020.png,2020-08-25 12:44:59,47.672659,9.269223,39.99804937519049,2.6829280375502904,1.199967814036656,-2.399935628073312,0.0,212.3,203.9,30.0,,,,,,,,,,,
